,id,description,mpn,total_stock,batch_average,time_average,last_batch,risk,rop_estimate
458,anm9j21pfwk8vb7sed46warfk7,"APT1608QBC/D Blue LED, 465 nm 1608 (0603) Clear, Rectangle Lens SMD package",APT1608QBC/D,2113,-10.0,0.0,290,Low - not enough data,-7.0
459,fhhyw5q466jqj9cw7f6pwr32rs,CW340 bd. Rev 04,,2,-2.0,0.0,332,Low - not enough data,-7.0
460,bythr5y672gv29zgtv5f3pxxcp,Hook-up Wire 400R0111-20-9 Price Per Foot,400R0111-20-9,12,-12.0,150.0,39,Low,143.0
461,bxb0f26fq0g7saqah8cswsg7dd,SLEEVE COVER CW305 ARTIX FPGA SOCKET,,23,-3.0,0.0,101,Low - not enough data,-7.0
462,fqx604jf60g5majjj3x7fhcm7j,Test Point; Yellow; Thru-Hole; Snap-Fit; SilverPlate; 0.063in. Dia.; 0.35In.,5009,61,-52.5,0.0,19,Low - not enough data,-7.0
463,c18enz8vtyjay88nzc08avrdnf,UFO TARGET CSP-02,,15,-1.0,0.0,332,Low - not enough data,-7.0
464,cbc173836mgk4ae7awbd8tz4b1,ESD Suppressor TVS Bi-Dir 28V Automotive 2-Pin SOD-882 T/R,SP3130-01ETG,8,-12.0,0.0,329,Low - not enough data,-336.0
465,eee93yhxv0hvkbrzawzqd5maa4,"BROWN BOX 14X14X6""",,21,-11.0,0.0,327,Low - not enough data,-7.0
466,fvart7evpejpdb09athfhqd6r9,INJECTION TIP LABEL 1MM/CW (BLACK),,67,-25.0,0.0,158,Low - not enough data,-7.0
467,c5c4fga2ewj1nafe00nch5rgex,20 Position Total Dual Row 2.54 mm Pitch Straight Male Shrouded Box Header,SBH11-PBPC-D10-ST-BK,61,-35.02777777777778,34.88888888888889,98,High,27.888888888888893
468,cdrp5fyqxtjj8aht6a8yzw9jj5,Insulated Ferrule 8C Smoke Gray Copper/Tin-Plated Contact Steel Insulation 1000 Bag,3-747579-2,14,-12.5,0.0,318,Low - not enough data,-7.0
469,aqs7txzj8ek0y8bhx6e98k47n7,CP-2100-MODIFIED oscilloscope cable,,1275,-26.919999999999998,34.166666666666664,6,Low,1598.8333333333333
470,eh88dse20ah189edv6w7hwp36n,USB 2.0 Male To Type-C Adapter Female Converter Adapter,DL184823,450,-24.129137254901956,8.685227272727273,7,Low,149.33409090909092
471,93re7m6zyjj9pab0z9ndtq48x7,LIGHT PIPE PNL MNT 6.4MM LONG,PLP2-250,24,-30.5,114.0,215,High - overdue for batch,-108.0
472,ba231baf0egpwantm9c2vvhyx1,"Usb C 2.0 To Usb A, 6""   (BLACK)",DH-20M50054,78,-21.0,0.0,69,Low - not enough data,-7.0
473,aw6v8mycs4k9e8ywceskptpsd9,"double sided 3.5 x 17"" Chipwhispere Lite 8-bit edition quick guide",,13,-21.0,0.0,59,Low - not enough data,-66.0
474,fycfp1z8trj1jaea31eve0d549,C11014M(REVB) - Customized 1455C1202 (ChipSHOUTER Enclosure),C11014M,9,-18.083333333333332,78.53333333333333,53,High,18.0
475,awer91xv34h3297vma7k2nt57j,ChipWhisperer-Lite Assembly Capture Board ONLY ( (TESTED),,0,-23.9,25.775000000000002,14,High,4.0
476,axc414pxqyhcr93fr6k2mfj8cs,BLACK BOX (PROTEKTIVE PAK): PROTECTIVE PACK,37052,77,-16.906687306501546,13.930555555555555,6,Medium,48.72222222222222
477,ezhtjzy5y8k7yb0rz842mejahs,PCB UFO Target SAM4L REV.2 PCB,,0,-100.0,104.0,201,High - overdue for batch,-104.0
478,bk8g8vxegjkbb9jxnfpk9hp0ff,Cable Assemblies; Smb Straight Plug to Smb Straight Plug; Rg 316; 36 Inches,145101-01-36.00,24,-4.924242424242424,8.647272727272727,4,High,27.589090909090906
479,9ade6m2t2mhp48e4hhktkrn5x9,"Board Connector, 4 Contact(s), 1 Row(s), Female, Straight, Solder Terminal, Socket",801-87-004-10-001101,125,-2.0,0.0,329,Low - not enough data,-7.0
480,aa3ba57c2ch1kb1q6p2cpdrng3,"Tubing, Heat Shrink, Adhesive Lined, Flame Retardant, Blk Polyolefin, 48"" L",Q5-3X-3/4-01-QB48IN-5,0,-3.0,0.0,319,Low - not enough data,-326.0
481,aays0a58fghnh9ksv6mpmkz61r,Res Thick Film 1.0 x 0.5 mm 330 Ohm 1% 0.063W(1/16W) 100ppm/ C Molded SMD Paper T/R,RC0402FR-07330RL,7000,-915.0,0.0,334,Low - not enough data,-7.0
482,bqdk20c2syh3xawmhhwkzjk4nn,"Surface Mount Thick Film Resistor, RC Series, 330 ohm, 100 mW, - 1%, 50 V, 0603 [1608 Metric]",RC0603FR-07330RL,2110,-139.15,12.133333333333335,12,Low,175.00000000000003
483,ct92sd9b30g4c905f804wqn4fh,Knob for ChipShover-One,,12,-10.0,0.0,215,Low - not enough data,-7.0
484,9gx029ravyg4gab8kpt23vqy3z,Fuse Blade Fast Acting 2A 32V Holder QuickConnect 10.9 X 3.8 X 8.8mm Polyamide 66 UL,0297002.WXNV,40,-4.0,56.5,215,Low,558.0
485,b37h7jjpfjketa7wg79xy8kdfb,"INTERCHANGEABLE AC INPUT PLUG, BLK, USA",ACM PLUG US,5,-9.055555555555555,16.029166666666665,61,High - overdue for batch,-51.0
486,f9jqazzvc2jtda7g75z83k1qd2,CAP TACTILE OVAL RED,BTNK0340,21,-17.694444444444446,43.02222222222222,39,Medium,36.02222222222222
487,br96p4pdfckyc847bceyt6s5fg,Res Thin Film 0207(2309) 820K Ohm 1% 1W ±50ppm/C Sulfur Resistant Melf Pad SMD T/R,MMB0207MC8203FB200,2344,-1767.0,0.0,332,Low - not enough data,-7.0
488,czqthszharjmh9gf2zedpa8vvh,CAP CER 4.7UF 50V X5R 0805,C2012X5R1H475K125AB,1248,-100.0,0.0,76,Low - not enough data,-7.0
489,b7fseqng3wgdeag3rn7rg6ywxt,OUTSIDE BOX LABEL,,166,-21.0,0.0,69,Low - not enough data,-7.0
490,fehatjpg5rjyj8zkm9t8xss5k7,,,169,-15.0,0.0,329,Low - not enough data,-7.0
491,bzf77fx6stg0w86xqk5r85gx9m,CONN HEADER VERT 40POS 2.54MM,PRPC020DABN-RC,88,-17.916666666666668,19.70899470899471,48,Medium,71.83597883597884
492,cze4wy8pp4h73844aa7778hsev,Cap Ceramic 0.1uF 50V Z5U 20% Radial 2.54mm 85 C T/R,1C10Z5U104M050R,750,-250.0,0.0,98,Low - not enough data,-7.0
493,d0ffcs8sz6h9j9g5z2pew77yyx,CONN D-SUB HOUSING RCPT 9POS,205203-8,0,-32.5,5.0,319,High - overdue for batch,-321.0
494,9mtqb9xdsghc5b92wnp83qswcs,SAM3X Series 512 kB Flash 96 kB SRAM 84 MHz 32-Bit Microcontroller - LQFP-144,ATSAM3X8EA-AU,309,-1.0,0.0,332,Low - not enough data,-7.0
495,c47sq4t17tkbz9h0vfzjy05gc4,SRAM Chip Async Single 1.8V 8M-bit 512K x 16 55ns 44-Pin TSOP-II,IS62WV51216EALL-55TLI,88,-18.666666666666668,224.0,62,Low,889.0
496,d0py396xdeg9gbxp2hg3t5b9aw,UFO Target CEC1702 TESTED,,6,-2.0,91.66666666666667,55,Low,268.0
497,9r62g07ab0kdva12wyybazrh8p,CW503 Probe Power Supply TESTED,,0,-15.685714285714287,9.133333333333335,7,High - overdue for batch,-5.0
498,fvj3g3mcjyks2aea6cvnqjfxce,COMPACT SMT JMPR 6.9MM,,139,-8.555555555555555,13.0,174,Low,201.0
499,d42apdt1a0gf8bzj8wata36em4,"Joystick encoder with push-on switch, 8direction output | Nidec Components CJ25-82010",CJ25-82010,0,-5.0,0.0,215,Low - not enough data,-222.0
500,b01vptrfk0h7hbajbmq711khvq,Single N-Channel 30 V 200 mOhm 650 mW Silicon Surface Mount Mosfet - SOT-23,DMN3200U-7,4184,-30.0,0.0,329,Low - not enough data,-7.0
501,cacqg5sv6yhfkacx6cm8e1r3fw,SM4005PL Series 600 V 1 A Surface Mount Silicon Rectifier - SOD-123F,SM4005PL-TP,98,-366.8333333333333,257.0,76,Low,174.0
502,b1hvqrryc4hccb25td4pphdy45,SP Amp DIFF Receiver Amp Single ??12.6V/25.2V 8-Pin SOIC N Tube,AD8129ARZ,239,-54.0,9.333333333333334,110,Medium,30.333333333333336
503,fzdjjadvgekmcbbs9b1xf0zkbm,MCU 32-bit ARM Cortex M33 RISC 2MB Flash 3.3V 132-Pin UFBGA Tray,STM32U585QII3,49,-1.0,0.0,332,Low - not enough data,-7.0
504,9w1yyeyjggkbz9r38y85y9ppqr,,UUD1A151MCL,69,-1.0,0.0,332,Low - not enough data,-7.0
505,bbwcy5wme2hak9yw3k3ydcd1df,Fan Blower 35X10MM 5VDC,BFB03505HHA-C16R,78,-30.777777777777775,94.83333333333333,61,Low,182.66666666666666
506,dazfxn8cwjgqgasrpz8qfe6rwh,(TOOL FOR OSCILLOSCOPE),,3,-17.0,20.0,179,High - overdue for batch,-166.0
507,d9c5dyb9e4k9tbjpg4yv1cj8ep,4MM/CW COIL,,38,-44.77777777777778,95.0,158,High - overdue for batch,-70.0
508,b5jpfcsj82jvqa5h5yte4benah,SCS220AJ Series 650 V 20 A Surface Mount SiC Schottky Barrier Diode - TO-263AB,SCS220AJTLL,510,-107.0,4.0,329,High,9.0
509,9wphe2g4g2k3e8xtt3mryzf513,"PROTOBOARD,5"" JUMPERS (YELLOW female-female)",920-0009-01,0,-30.333333333333332,41.0,216,High - overdue for batch,-182.0
510,ckrfz5pt28h0tb4k6fh34vdnqg,QUICK STARTER GUIDE CARDS (16CARDS IN SET),,0,-60.5,8.0,328,High - overdue for batch,-327.0
511,b612srqrjckt0any66z1ba8vp9,SUB ASSY OF ENCLOSURE in pair,,119,-20.766666666666666,60.0,39,Low,293.0
512,9z0mcgyt0ghjwa5kww4qz3a6r7,"Conn SMA RCP 50Ohm Solder ST Edge Mount Gold Tray, Receptacle, Female Socket",73251-1150,149,-66.78999999999999,9.426666666666666,4,High,11.853333333333332
513,cn0vdmy5v2h1sasaqk9fmqktqf,Conn SMA Adapter PL/RCP 0Hz to 18GHz 50Ohm RA Gold,132172,12,-6.472222222222221,21.37878787878788,3,High,14.378787878787879
514,ddh080xhwegkc9spbtt1g5rj50,"Structural Adhesive, Clear Epoxy, J-B Weld Clearweld, 0.85 oz. Syringe (J-B Weld 50112 6 Pack 0.85 oz. ClearWeld Syringe Quick Setting Epoxy, Clear)",7605A18,11,-1.0,0.0,189,Low - not enough data,-7.0
515,dd2g3f32a4jbh83hgkhjzk7ep8,"ChipWhisperer Husky Enclosure (Hammond C16101M, modified from 1593LTBU)",C16101M,500,-110.05555555555556,18.08888888888889,45,Medium,65.35555555555555
516,bj1aqb3jemhhg8n3r8sq8hgmxx,Conn Unshrouded Header HDR 7 POS 2.54mm Solder ST Top Entry Thru-Hole BergStik® Bulk,68000-107HLF,79,-25.0,0.0,98,Low - not enough data,-7.0
517,9zmrvt0ab2gngaskjp3kwda5f6,CHIPSHOVER FRONT PANEL,,1,-5.0,0.0,215,Low - not enough data,-222.0
518,bk7542a5d8kynb5rwcqse6ymat,"Contact; female; 0.05÷0.13mm2; 26÷30AWG; ACHL, GH, SHL; tinned; 1A",SSHL-002T-P0.2,2649,-36.125,10.857142857142856,61,Low,785.5714285714284
519,crmefwax16havabrs7fnvw7nda,"4 x 8"" 4 Mil Anti-Static Reclosable Poly Bags",S-1457,601,-10.518333333333333,20.410774410774412,6,Low,1156.4141414141416
520,djd7d3vnytjc3b9gym22r0w9j6,"9 mm, 25 Vp-p Vdc, 65 dB, Surface Mount (SMT), Piezo Audio Transducer Buzzer",CPT-9019S-SMT-TR,1721,-1.0,0.0,194,Low - not enough data,-7.0
521,dhg030791tjz48m3v2zx3k6ceb,Res Thick Film 1.6 x 0.8 mm 22 Ohm 1% 0.1W(1/10W) 100ppm/ C Molded SMD Paper T/R,RC0603FR-0722RL,2644,-84.2,27.75,199,Low,853.25
522,bgnsvc9vvchak8zbge4z7d7r24,ChipWhisperer Lite 32 bit Arm board,,12,-1.138888888888888,70.2,81,Low,695.0
523,brvqznraj2jnn89095swj6wvhg,Rectifier Ultra-Fast Recovery Gpp Sma 1.0A 600V Rohs 5K Rohs Compliant: Yes,US1J-13-F,900,-100.0,0.0,76,Low - not enough data,-7.0
524,afg4j0pbjjg8a89sfmwv681db3,Programmable Logic IC Development Tools CW340 Luna Board for OpenTitan Emulation with Kintex UltraScale KU095,,0,-2.0,0.0,12,Low - not enough data,-19.0
525,ctk2pdr9zyhqjb6j23ykmthj6n,"Multilayer Ceramic Capacitor, GRM Series, 0.1 F, 10%, X5R, 16 V, 0402 [1005 Metric]",GRM155R61C104KA88D,15468,-169.56944444444446,52.88888888888889,67,Low,4805.88888888889
526,bmkvsdzav8hr08tfj8q6d83fp1,Enclosure; Box-Lid; Handheld; ABS; UL94HB; Black; 1.97x1.97x0.79 In; 1551 Series,1551RBK,111,-76.0,0.0,95,Low - not enough data,-7.0
527,bsxtm373jajx7avtq5h2w5hvdj,COOLING AIR ADAPTER(INLET),QSMP-M8X1.25-6,57,-11.083333333333332,34.108333333333334,6,Low,163.54166666666669
528,dnx64hx4gajph9pecgs67ra76t,CONN SOCKET 18-24AWG CRIMP TIN,0502178000,4500,-1.0,0.0,332,Low - not enough data,-7.0
529,amvnmjgpvwkvb8jhkhj3345p1g,Digital Isolator CMOS 4-CH 150Mbps Automotive 16-Pin SOIC W Tube,SI8642BT-IS,0,-72.0,0.0,187,Low - not enough data,-194.0
530,ddem6gex0mk919ppe49ww308sf,CW503 Probe Power Supply (UNTESTED),,111,-139.0,0.0,95,Low - not enough data,-102.0
531,dqs530044jjzh9q0vp9y9ga7mz,"Multilayer Ceramic Capacitor, 3.3 uF, 10 V, ï¿½ 10%, X5R, 0603 [1608 Metric]",CL10A335KP8NNNC,1200,-50.0,0.0,67,Low - not enough data,-7.0
532,dmxa94d2jajf0a6f7x5w9r7hgp,MM3Z18VB Series 200 mW 18 V 10 mA Surface Mount Zener Diode - SOD-323F,MM3Z18VB,383,-100.0,0.0,76,Low - not enough data,-7.0
533,brd848fnyyk779f5kg87nbwcqr,"Automotive flat fuse, 3 A, 32 V, purple, (L x W x H) 10.9 x 3.8 x 16 mm, 0297003.WXNV",0297003.WXNV,41,-3.666666666666666,56.5,215,Low,614.5
534,ap0j4fnzb8jzba3dgfdxxxnjbt,"1.25V 50ppm/Degrees C, 50uA in SOT23-3 Series (Bandgap) Voltage Reference 3-SOT-23 -40 to 125",REF3012AIDBZT,177,-18.666666666666668,224.0,62,Low,2009.0
535,dr4kmjf9e6gft9pzyjfqbyd8kb,S-16524,S-16524,815,-45.68783783783784,3.376862745098039,6,Medium,50.40666666666667
536,bt4mhh0vxjgqrb1ger7ycw08pb,Battery Holder 2 Cells AA Size,PRT-09925,56,-22.73611111111111,15.138888888888888,74,High,23.277777777777775
537,bzj8fs6ak8hrx93yvfehkp79sx,4-Bit Bidirectional Voltage-Level Shifter with Auto Direction Sensing and +/-15 kV ESD Protect 14-SOIC -40 to 85,TXB0104D,8,-16.0,0.0,109,Low - not enough data,-116.0
538,e4xmtxkzfcgxabvh4j19dm0fpm,Chipshouter victim board set,,24,-11.03095238095238,31.666666666666668,6,Medium,56.333333333333336
539,dw70t54t26g6h902f5d57a4vvx,"UFO Target, 87C51 TESTED",,0,-1.041666666666666,17.77777777777778,55,High - overdue for batch,-44.0
540,c11hnmnsqrj2rbkgzsjfyg615c,UFO TARGET ATSAML11,,82,-2.942857142857143,68.05555555555556,21,Low,1830.5
541,b3xe1qytt2hc6awvvq0ts20fgy,ChipWhisperer-Nano Main Board,,36,-100.06666666666666,88.25925925925925,55,High,26.0
542,dm2fbgs46ygvr8225qtn6x95db,"Jumper Wire Female 5"" 100PCS (PURPLE)",920-0179-01,426,-250.25,19.444444444444446,55,High,12.444444444444446
543,dzsgsyvxmwhfeaq66vsn2mwyyq,"Multilayer Ceramic Capacitor, GRM Series, 10 F, 20%, X5R, 10 V, 0603 [1608 Metric]",GRM188R61A106ME69D,2564,-64.0,0.0,137,Low - not enough data,-7.0
544,dt997gbs78hke87h6x5s5qhrzp,MINI UFO BOTTOM,,36,-2.0,0.0,329,Low - not enough data,-7.0
545,emkp1w3czaj3h9b7mttqm5x1x7,UFO KIT SLEEVE COVER,,52,-23.083333333333332,26.0,118,Medium,45.0
546,e6b6bz7tsjkkg8m97kxvvmmd3a,UFO KIT SLEEVE COVER,,52,-23.083333333333332,26.0,118,Medium,45.0
547,ca4ac7900thvcadrtvayrbyfm6,"Surface Mount Thick Film Resistor, RC Series, 47 kohm, 100 mW, - 1%, 50 V, 0603 [1608 Metric]",RC0603FR-0747KL,3797,-101.5,104.0,201,Low,3841.0
548,e0mpgfmd3ak4x8er8v2gfmc0ze,S-11242,S-11242,553,-40.947192982456144,8.180236270753513,17,Low,99.34307151979567
549,ceetrn85tmh7s80rg2xjdrp9e3,"USB Cable: A-Micro B, w/Ferrite, 6 Foot",5458,182,-17.341428571428573,10.533333333333333,7,Low,98.33333333333333
550,bbvc9f63rckpzaks1kcbznwpwh,Switch Access Rectangular Button Tactile Switch Automotive Bulk,BTNK0390,21,-17.944444444444446,43.02222222222222,39,Medium,36.02222222222222
551,en1mh57vfmjr18aad0f1k8pzkx,Conn Unshrouded Header HDR 3 POS 2.54mm Solder RA Side Entry Thru-Hole BergStik® Bulk,68016-103HLF,65,-24.0,0.0,187,Low - not enough data,-7.0
552,bkh8fmaa7tjpx9yzy0jpwtchk2,USB INTERFACE PCB  REV. 3,,0,-36.0,0.0,187,Low - not enough data,-194.0
553,ebr9vfvtrjhsq8ymwa88qpc4a8,NPCA LOW NOISE AMPLIFIER,,0,-102.0,63.0,33,High,23.0
554,bnbmhz05k0g4y8zwm1d20wmhmj,RF Connector SMA Jack Straight PCB Mount | Johnson-Cinch Connectivity Solutions 142-0701-201,142-0701-201,15,-8.0,0.0,286,Low - not enough data,-7.0
555,cqrgnvqccggzb8xssmtbkdmmy8,Rigid Front Mount 3 mm Round Lens Low Profile Round Face 0.215 Light Pipe,PLP2-215,1793,-364.6111111111111,9.303703703703704,69,Medium,30.214814814814815
556,bnbv78zfeaj1f8072fs11t7wvz,IDC CBL - HHKR20S/AE20G/HHKR20S,H3DDS-2006G,505,-43.44760886172651,4.4450328407224955,6,Medium,41.89536124794745
557,esbej124drjvm9wstc9gg3qmky,H-Field Probe,,18,-16.04102564102564,12.041666666666668,7,High,5.041666666666668
558,crzwdk77gejsv8nzqxpnyekvkk,"Connector Header, Vertical, 40-Position, Male Pin, Solder, AmpModu Mod II Series",4-103185-0,2,-106.0,0.0,332,Low - not enough data,-339.0
559,cv698xb5zek8tb542e6xb1dyjm,"INTERCHANGEABLE AC INPUT PLUG, BLACK, UK",ACM PLUG UK,15,-2.805555555555555,61.333333333333336,68,Low,299.6666666666667
560,brq7eg27hehp0bgv678y7g9t62,Backshell (straight),,5,-1.25,0.0,27,Low - not enough data,-7.0
561,eyg2qqfsmckyz8k7ap76vph1ve,orange box (dog house)for the HUSKY kits,,0,-48.15833333333333,26.590909090909093,53,High - overdue for batch,-33.0
562,cxy4sfq4amk368vgnv459ag518,Programmable Logic IC Development Tools Spartan 6LX9 FPGA Target for CW308 (TESTED),,40,-16.0,0.0,206,Low - not enough data,-7.0
563,cy2t6ta0ragfa8e9npwvj0wjh1,RC Series 0603 0.1 W 49.9 Ohms 1% ±100 ppm/°C SMT Thick Film Chip Resistor,RC0603FR-0749R9L,3044,-108.0,28.0,110,Low,777.0
564,cztn0pgzbmj0tb4238gpep9c7s,0603 10 nF 50 V ±5 % Tolerance X7R SMT Multilayer Ceramic Chip Capacitor,VJ0603Y103JXAAC,1790,-216.0,28.0,110,Low,217.0
565,f0qjdncp94hctatcgmjdrmqj7s,Conn Unshrouded Header HDR 6 POS 2.54mm Solder ST Top Entry Thru-Hole BergStik® Bulk,67996-106HLF,133,-25.0,0.0,98,Low - not enough data,-7.0
566,f8yrv595grk66am2kesnrxxyhc,"Phillips Rounded Head Thread-Forming Screws for Plastic, Zinc-Plated Steel, Number 2 Size, 1/4"" Long",90380A005,528,-59.75,87.66666666666667,75,Low,694.3333333333334
567,dafq5sfnd8jqdaf8qama9t61mb,BROWN BOX CORRUGATED BOXES,S-4105,43,-5.0,0.0,327,Low - not enough data,-7.0
568,fbzt4rz1g0kkf8tphc5b82c7b1,"Artix 7A35 FPGA Target - 100 mOhm, No VCC",,0,-1.416666666666666,84.66666666666667,98,High - overdue for batch,-20.0
569,d3txtq27zmgxt8xbtzwfr0xayr,"13 x 10 x 4"" WHITE",S-13280,55,-9.86111111111111,19.733333333333334,61,Low,91.66666666666667
570,dfcabn0j72hyn8teb4fdhnf10r,Red 0603 - 1.6 x 0.8 x 0.75 mm 120° Clear 100 mcd Surface Mount Chip LED Lamp,APT1608SRCPRV,1499,-132.46666666666667,18.637012987012987,12,Low,198.00714285714287
571,dd058ktmt0kzp9vm2spprvgy3n,"Artix 7A100 FPGA Target - 500 mOhm, No VCC",,2,-2.0,0.0,31,Low - not enough data,-7.0
572,dpj76cw8jrj8r8xwb94jv0jjxw,Other Modules PhyWhisperer-USB Trigger/Analyzer,,6,-1.6,139.5,21,Low,411.5
573,e0npsnsd06k978mp6y91ce660b,Case for ChipShover - Modified 1455N2201 with Silkscreen,C15147M,16,-6.5,117.0,215,Low,227.0
574,e1ycs6014ph8m9gp8jt4y33qr3,BROWN BOX CORRUGATED BOXES,S-4565,98,-10.5,0.0,327,Low - not enough data,-7.0
575,e2mmkq7amakh19m15dhq1dvvhp,"Test Probes H-Field Planar Probe, 15mm (HPROBE + 0""SMA cable+coupler)",,0,-1.0,32.0,272,High - overdue for batch,-247.0
576,e45tp075qpkr8bkqf3374f2hma,Low Noise Amplifier - Assembled & Tested,,157,-12.878947368421052,9.407954545454546,7,Low,105.89545454545456
577,ec02wd87myg1capy7gznzp6cds,"Anti-Static Bag 3x5""",30035,2273,-76.45668478260869,4.729870129870131,6,Low,130.1662337662338
578,dqertvrfxggewaf67zgmf13h5r,WR-BHD 2.54mm Female IDC Connector w Strain Relief,61202023021,30,-23.0,38.0,291,Medium,31.0
579,e5ctzatxewjp48xh80efs33qnk,"Rf / Coaxial Connector, Mcx Coaxial, Straight Plug, Crimp, 50 Ohm, Rg174, Rg188A, Rg316, Brass Rohs Compliant: Yes",11 MCX-50-2-16/111NH,105,-194.0,0.0,332,Low - not enough data,-339.0
580,edhe42y9xah1za0sv0hfvmmzn6,Heatsink Music Wr Spring 4.32MM,ATS-PPS-20,6,-19.666666666666668,135.0,61,Medium,67.0
581,dsta3pgbmcjr99k7cvf43e2167,,,31,-9.25,58.44444444444445,12,Low,168.33333333333334
582,fqnchx7r6ekq7apmb8kj36txg8,RES HIGH VOLTAGE 1210 4.3M OHM 1/3W 1% SMD,KTR25JZPF4304,15,-8.0,0.0,329,Low - not enough data,-7.0
583,ejsyxj2vn0hmp8g7zv3gqns38n,CHIPSHOVER,,185,-10.0,0.0,215,Low - not enough data,-7.0
584,bvvqrmg26mgbxasvpndmmj8htn,Blank PCB for XMEGA UFO Target REV.3,,608,-46.166666666666664,10.74,7,Low,132.62
585,e669pddmnej5wayqq94t1rz145,MAIN ENCLOSURE(BLUE) - Hammond C12922M,C12922M,4,-1.0,0.0,333,Low - not enough data,-7.0
586,fqtrvyw0pygsyas8dz25g623gt,CWLITE 32 BIT SLEEVE COVER,,127,-36.48888888888889,12.583333333333334,102,Medium,30.75
587,e6kqvzdphchteb63rb1nv59jfm,FPGA Kintex UltraScale Family 1176000 Cells 20nm Technology 0.95V 1156-Pin FC-BGA Tray,XCKU095-1FFVA1156C,26,-19.2,267.0,19,Low,260.0
588,embsrf8cw8j1db2hx9xhxejx2h,CW340 KIT OUTER LABEL,,33,-9.666666666666666,112.0,61,Low,329.0
589,dvrf538c1akxt9rzr9pwhqjvsq,UFO Board Removal Tool,,328,-38.78636363636364,9.09,7,Medium,65.72
590,es2ynrgc4ej638ceqetarp263e,BROWN BOX CORRUGATED BOXES,S-4142,61,-21.833333333333332,176.0,151,Low,345.0
591,emsg5nffbpk3tbvsf1w6wtqf7h,HOLDER CR2032 GOLD LEADS SMD,BU2032SM-BT-GTR,0,-35.333333333333336,0.0,188,Low - not enough data,-195.0
592,evvqgpk4hmga08xjrvbnxy7djn,"Bluetooth , ZigBee and Thread Combo System on Chip",EFR32MG21A010F1024IM32-BR,9,-98.0,114.0,199,High - overdue for batch,-92.0
593,ep32g8ef12kes89rr3pkqyd0cg,,,186,-38.95,85.25,6,Low,334.0
594,eg5cwp74ecj40bv35ht7r2j0a7,Res Thick Film 0603 221 Ohm 1% 1/10W ±100ppm/°C Molded SMD SMD Punched Carrier T/R,ERJ-3EKF2210V,1086,-108.0,28.0,110,Low,273.0
595,ey810qmwmygzcaytbjwwh19rtd,UFO TARGET STM32F-SOCKET 64 (TQFP) (TESTED),,47,-1.0,0.0,329,Low - not enough data,-7.0
596,cc9raa0xxggywa0tw7vadgyn2p,Built in house,,0,-6.0,0.0,332,Low - not enough data,-339.0
597,e8h8tsgrvwgqqa7951nh5q2vem,ChipWhisperer Lite 2-Part VersionKIT,,2,-1.0,0.0,215,Low - not enough data,-7.0
598,ehwn8hrxb8kyfag91ntw37g3ya,"UFO Target, Atmel XMEGA",,0,-33.42,17.25,27,High - overdue for batch,-16.0
599,eytbc7qy90h4gbxt4wqtaznpmm,BROWN Box 16x16x14 CORRUGATED BOXES,S-4893,47,-2.0,0.0,327,Low - not enough data,-7.0
600,ceyb60jpq2ggn94mcfm7z4bs46,Serial Flash Memory with 133MHz Multi I/O SPI & Quad I/O QPI DTR Interface 32Mb 4Mx8 1.8V 8-Pin SOIC Tray,IS25WP032D-JBLE,1,-32.0,0.0,109,Low - not enough data,-116.0
601,ez6y3cy9eggetarg0s1vdjx9aw,Res Thick Film 1.6 x 0.8 mm 51 Ohm 1% 0.1W(1/10W) 100ppm/ C Molded SMD Paper T/R,RC0603FR-0751RL,1674,-83.69,44.42857142857142,13,Low,881.5714285714284
602,efwf5ar6jag5cb6k01hbm74c4e,Sonata boards Rev.06,,19,-3.75,9.0,45,Medium,38.0
603,en2aq6k442gcm98zfffaz4pnwh,"TO BE USED UNDERNEATH THE THINNER /THICKER PINK FOAM FOR CHIPSHOUTER...Polypropylene Cloth Mounting Tape, 1"" Wide, 108 Feet Long",,0,-1.0,0.0,200,Low - not enough data,-207.0
604,eh0b76f8a4g1g8wq6y8rj489x9,Development Boards & Kits - ARM STM32F0 Target for CW308 (TESTED),,10,-21.12923076923077,12.41111111111111,7,High - overdue for batch,-2.0
605,f6612ja272h3v8axn09hdrk8mg,Heatsink 35X35X10MM R-tab T766,ATS-20F-175-C2-R0,34,-20.0,0.0,61,Low - not enough data,-7.0
606,cns28nm0n4kdpazdkf5zzw4pz9,"12-Bit, 250-MSPS Analog-to-Digital Converter (ADC) 48-VQFN -40 to 85",ADS4129IRGZT,75,-75.0,0.0,182,Low - not enough data,-7.0
607,cpv20y6kq6gy49mhha5vch8g5y,"UFO PCB, Generic / 0.1"" hole spacing",,249,-81.99166666666666,12.087662337662337,7,High,29.26298701298701
608,f2jkx464yekbs8n88p9j0t4njd,Sunburst sticker for SONATA,,12,-37.0,23.0,115,High - overdue for batch,-99.0
609,exfq5gzjpyhpg90z5xgfbevh9b,CWLITE CLASSIC SLEEVE COVER,,39,-21.25,14.0,59,High,7.0
610,cq791p9yzegf4atvna9391evfy,Chipwhisperer Husky main boards Rev. 03 (7A35T)  (UNTESTED),,205,-45.11666666666666,16.77941176470588,17,Medium,60.11764705882352
611,f43vhzjwraghhbee5613zc7xyr,CL10 Series 2.2 uF 10 V ±10% Tolerance X7R SMT Multilayer Ceramic Capacitor,CL10B225KP8NNNC,7105,-201.2297619047619,14.105263157894736,67,Low,486.6842105263158
